UserID,MovieID
1,296
1,306
1,307
1,665
1,899
1,1088
1,1175
1,1217
1,1237
1,1250
1,1260
1,1653
1,2011
1,2012
1,2068
1,2161
1,2351
1,2573
1,2632
1,2692
1,2843
1,3448
1,3569
1,3949
1,4144
1,4308
1,4325
1,4422
1,4703
1,4973
1,5147
1,5269
1,5684
1,5767
1,5878
1,5912
1,5952
1,6016
1,6370
1,6377
1,6539
1,6711
1,6954
1,7209
1,7234
1,7318
1,7323
1,7327
1,7361
1,7365
1,7820
1,7937
1,7938
1,7939
1,7940
1,8014
1,8154
1,8327
1,8360
1,8405
1,8685
1,8729
1,8786
1,8873
1,8973
1,27193
1,27266
1,27721
1,31956
1,32591
2,1
2,62
2,110
2,150
2,151
2,236
2,260
2,261
2,266
2,318
2,333
2,349
2,356
2,364
2,380
2,457
2,480
2,497
2,524
2,527
2,534
2,553
2,588
2,589
2,653
2,733
2,858
2,914
2,953
2,1035
2,1080
2,1136
2,1196
2,1197
2,1198
2,1201
2,1210
2,1246
2,1257
2,1270
2,1271
2,1275
2,1283
2,1287
2,1291
2,1293
2,1299
2,1302
2,1356
2,1374
2,1376
2,1393
2,1431
2,1465
2,1485
2,1488
2,1527
2,1580
2,1584
2,1587
2,1610
2,1653
2,1672
2,1674
2,1682
2,1693
2,1722
2,1873
2,1907
2,1923
2,1957
2,1968
2,2028
2,2081
2,2083
2,2115
2,2138
2,2139
2,2150
2,2194
2,2268
2,2273
2,2294
2,2324
2,2355
2,2359
2,2406
2,2470
2,2496
2,2501
2,2571
2,2617
2,2640
2,2643
2,2694
2,2720
2,2745
2,2761
2,2762
2,2797
2,2918
2,2987
2,3098
2,3105
2,3107
2,3114
2,3148
2,3175
2,3360
2,3396
2,3479
2,3510
2,3578
2,3793
2,3889
2,3916
2,3948
2,3994
2,4016
2,4019
2,4022
2,4023
2,4103
2,4299
2,4306
2,4535
2,4571
2,4720
2,4857
2,4874
2,4886
2,4896
2,4963
2,4993
2,4995
2,5010
2,5103
2,5349
2,5418
2,5445
2,5574
2,5816
2,5952
2,5955
2,6156
2,6157
2,6213
2,6287
2,6311
2,6333
2,6539
2,6565
2,6753
2,6879
2,6947
2,7004
2,7007
2,7075
2,7090
2,7143
2,7153
2,7162
2,7386
2,7624
2,8010
2,8360
2,8368
2,8636
2,8665
2,8958
2,8961
2,8970
2,27821
2,30749
2,30848
2,31923
2,33166
2,33493
2,33660
2,33794
2,34162
2,35836
2,36527
2,40815
3,1
3,29
3,32
3,50
3,111
3,172
3,173
3,214
3,260
3,293
3,296
3,318
3,356
3,442
3,480
3,527
3,541
3,589
3,593
3,741
3,745
3,778
3,780
3,858
3,912
3,913
3,924
3,1089
3,1127
3,1148
3,1196
3,1198
3,1200
3,1201
3,1206
3,1208
3,1210
3,1213
3,1214
3,1217
3,1221
3,1222
3,1240
3,1252
3,1270
3,1274
3,1320
3,1356
3,1527
3,1584
3,1653
3,1676
3,1682
3,1732
3,1748
3,1882
3,1909
3,1960
3,2019
3,2021
3,2105
3,2329
3,2542
3,2571
3,2628
3,2641
3,2858
3,2938
3,2959
3,3091
3,3156
3,3285
3,3300
3,3301
3,3328
3,3408
3,3452
3,3471
3,3484
3,3527
3,3534
3,3535
3,3578
3,3646
3,3702
3,3730
3,3744
3,3745
3,3751
3,3753
3,3755
3,3785
3,3793
3,3798
3,3825
3,3827
3,3863
3,3879
3,3948
3,3968
3,3969
3,3977
3,3979
3,3980
3,3986
3,3988
3,3991
3,3993
3,3994
3,3996
3,3999
3,4011
3,4018
3,4019
3,4022
3,4023
3,4025
3,4027
3,4034
3,4069
3,4148
3,4167
3,4226
3,4232
3,4234
3,4246
3,4262
3,4306
3,4308
3,4340
3,4343
3,4344
3,4366
3,4367
3,4368
3,4369
3,4383
3,4388
3,4447
3,4448
3,4571
3,4643
3,4701
3,4718
3,4776
3,4816
3,4844
3,4866
3,4874
3,4886
3,4887
3,4901
3,4958
3,4963
3,4975
3,4979
3,4992
3,4993
3,4995
3,5004
3,5013
3,5014
3,5108
3,5218
3,5219
3,5225
3,5254
3,5266
3,5291
3,5293
3,5313
3,5349
3,5364
3,5377
3,5378
3,5388
3,5400
3,5418
3,5445
3,5449
3,5459
3,5479
3,5502
3,5507
3,5528
3,5574
3,5630
3,5669
3,5679
3,5782
3,5785
3,5810
3,5816
3,5853
3,5872
3,5900
3,5903
3,5944
3,5945
3,5952
3,5954
3,5956
3,5959
3,5989
3,5991
3,6016
3,6059
3,6155
3,6156
3,6213
3,6281
3,6283
3,6287
3,6323
3,6333
3,6365
3,6373
3,6377
3,6378
3,6383
3,6440
3,6482
3,6502
3,6534
3,6535
3,6537
3,6539
3,6541
3,6548
3,6550
3,6564
3,6586
3,6595
3,6708
3,6711
3,6754
3,6863
3,6870
3,6873
3,6874
3,6879
3,6934
3,6952
3,7090
3,7143
3,7147
3,7149
3,7153
3,7154
3,7163
3,7293
3,7325
3,7346
3,7347
3,7361
3,7373
3,7438
3,7439
3,7445
3,7454
3,7458
3,8360
3,8361
3,8368
3,8370
3,8371
3,8528
3,8529
3,8641
3,8644
3,8665
3,8666
3,8781
3,8783
3,8798
3,8810
3,8861
3,8865
3,8874
3,8958
3,8961
3,8965
3,8969
3,8983
3,8984
3,8985
3,27134
3,27660
3,27706
3,27728
3,27773
3,27793
3,27803
3,27808
3,30707
3,30793
3,30825
3,31184
3,31221
3,31685
3,31696
3,31804
3,31878
3,32587
3,33004
3,33166
3,33493
3,33615
3,33679
3,33794
3,34048
3,34150
3,34162
3,34319
3,34405
3,34437
3,35836
3,36519
3,36529
3,37386
3,37727
3,37729
3,37741
3,39435
3,40583
3,40815
3,40819
3,41566
3,41569
3,42738
3,43928
3,44022
3,44191
3,45186
3,45447
3,45499
3,45501
3,45517
3,45666
3,45672
3,45722
3,46335
3,46578
3,46965
3,46970
3,46972
3,47200
3,47610
3,48385
3,48394
3,48516
3,48738
3,48774
3,48780
3,49272
3,49274
3,49278
3,49530
3,49822
3,50068
3,50872
3,51255
3,51662
3,51935
3,52604
3,52722
3,52950
3,53121
3,53125
3,53129
3,53464
3,53972
3,53996
3,54001
3,54286
3,54503
3,54648
3,54997
3,55232
3,55765
3,55805
3,55820
3,56145
3,56156
3,56171
3,56174
3,56587
3,56782
3,56949
3,57368
3,57528
3,57640
3,57669
3,58025
3,58559
3,59315
3,59369
3,59501
3,59615
3,59784
3,59900
3,60040
3,60069
3,60072
3,60074
3,60126
3,60684
3,60756
3,60760
3,61132
3,61160
3,61248
3,61323
3,61350
3,62849
3,62999
3,63062
3,63072
3,63113
3,63859
3,63876
3,64030
3,64614
3,64839
3,64957
3,65514
3,65682
3,66097
3,67255
3,67923
3,68157
3,68319
3,68358
3,68554
3,68791
3,68793
3,68952
3,69122
3,69481
3,69526
3,69640
3,69844
3,70286
3,70293
3,70305
3,70336
3,71057
3,71156
3,71464
3,71530
3,71535
3,72011
3,72209
3,72378
3,72641
3,72701
3,72998
3,73017
3,73268
3,73321
3,73323
3,74458
3,74789
3,76077
3,76093
3,76251
3,77561
3,78469
3,78499
3,79091
3,79132
3,79224
3,79293
3,79695
3,80363
3,80463
3,81229
3,81537
3,81564
3,81591
3,81834
3,81845
3,82095
3,82202
3,82461
3,83349
3,83613
3,84152
3,84772
3,84954
3,85020
3,85056
3,85131
3,85261
3,85414
3,86332
3,86644
3,86880
3,86911
3,87232
3,87306
3,87430
3,87520
3,87876
3,88125
3,88140
3,88405
3,88744
3,89492
3,89745
3,89753
3,90249
3,90866
3,91500
3,91529
3,91542
3,91630
3,91658
3,91974
3,91976
3,93363
3,93805
3,94018
3,94677
3,94777
3,94864
3,95441
3,95510
3,95875
3,96079
3,96610
3,96691
3,96737
3,96861
3,97225
3,97306
3,97921
3,97923
3,98809
3,99112
3,99114
3,101864
3,102125
3,102407
3,102445
3,102686
3,102716
3,102880
3,102903
3,103075
3,103141
3,103228
3,103249
3,103253
3,103384
3,103772
3,103810
3,104241
3,104243
3,104841
3,105213
3,106002
3,106072
3,106100
3,106487
3,106489
